Post ID,Platform,Post Date,Posting Time,Content Type,Reach,Impressions,Likes,Comments,Shares,Saves,Followers Gained,Engagement Rate
POST00906,LinkedIn,2024-12-23,07:03,Carousel,24124,59601,536,14,3,9,5,2.33
POST00907,Twitter/X,2024-05-05,21:07,Image,4601,9355,340,5,3,4,2,7.65
POST00908,LinkedIn,2024-08-20,01:19,Carousel,11884,19602,359,4,5,9,3,3.17
POST00909,Twitter/X,2024-12-07,23:11,Carousel,3886,5422,86,3,0,1,0,2.32
POST00910,Facebook,2024-03-02,19:44,Image,55759,116805,3136,148,26,36,10,6.0
POST00911,Instagram,2024-01-06,20:33,Image,18118,25362,1364,54,21,32,3,8.12
POST00912,Instagram,2024-09-21,23:16,Reel,48250,85415,3228,133,38,83,27,7.22
POST00913,LinkedIn,2024-03-26,20:46,Image,15269,30402,818,39,11,12,2,5.76
POST00914,LinkedIn,2024-03-01,00:21,Carousel,20281,33442,1611,22,17,18,13,8.22
POST00915,Instagram,2024-08-07,18:16,Reel,71769,148899,5065,131,64,91,18,7.46
POST00916,LinkedIn,2024-12-30,20:04,Image,32159,75969,1603,70,27,29,4,5.38
POST00917,Facebook,2024-09-11,11:03,Carousel,11252,24861,779,9,11,13,6,7.22
POST00918,Twitter/X,2024-09-12,05:23,Carousel,17465,27066,1200,37,6,22,11,7.24
POST00919,Twitter/X,2024-03-21,18:57,Image,9329,12416,582,6,10,7,1,6.49
POST00920,Instagram,2024-10-20,03:14,Story,32680,66936,2170,52,16,49,8,7.0
POST00921,Twitter/X,2024-09-17,18:15,Image,5661,7920,116,2,2,1,0,2.14
POST00922,Instagram,2024-01-24,12:58,Reel,46765,97815,3273,65,46,71,14,7.39
POST00923,Facebook,2024-03-17,18:35,Video,12789,18901,336,12,5,9,2,2.83
POST00924,Instagram,2024-12-31,13:14,Carousel,23325,39288,788,25,5,12,7,3.56
POST00925,Facebook,2024-06-13,20:17,Carousel,39753,89885,3152,80,18,82,20,8.38
POST00926,Instagram,2024-02-09,03:32,Reel,11821,23815,722,10,12,7,3,6.35
POST00927,Instagram,2024-12-10,05:14,Reel,16056,24322,486,15,4,10,1,3.21
POST00928,LinkedIn,2024-09-21,12:04,Image,19821,27055,1506,67,12,38,9,8.19
POST00929,Twitter/X,2024-08-26,09:20,Video,18604,25554,718,24,11,12,6,4.11
POST00930,Facebook,2024-02-14,00:23,Video,42012,80515,2626,38,25,67,11,6.56
POST00931,Instagram,2024-04-12,20:47,Reel,80644,195636,5459,94,85,96,25,7.11
POST00932,LinkedIn,2024-11-14,20:37,Story,3638,6689,230,10,1,2,1,6.68
POST00933,Instagram,2024-09-09,06:46,Story,35795,80926,2439,71,23,55,8,7.23
POST00934,Instagram,2024-10-06,07:09,Reel,38926,51506,794,12,4,23,2,2.14
POST00935,Instagram,2024-01-04,00:14,Video,62322,116929,2610,117,28,43,7,4.49
POST00936,Facebook,2024-10-04,18:21,Video,32853,51791,1794,22,14,32,16,5.67
POST00937,Facebook,2024-01-01,12:54,Carousel,28965,51146,2224,63,40,58,21,8.23
POST00938,Twitter/X,2024-06-06,22:15,Carousel,9709,18044,522,11,4,12,4,5.65
POST00939,Instagram,2024-08-02,01:09,Image,38038,62947,2019,49,13,43,11,5.58
POST00940,Instagram,2024-12-30,18:58,Reel,25006,49200,645,20,10,16,4,2.76
POST00941,Instagram,2024-04-28,16:26,Reel,34549,71119,2205,62,33,37,15,6.76
POST00942,Instagram,2024-12-24,14:47,Reel,19725,47298,1552,16,22,28,13,8.2
POST00943,Instagram,2024-02-13,16:08,Story,14245,31789,358,6,5,3,2,2.61
POST00944,Instagram,2024-11-22,02:37,Reel,61794,123275,3816,90,25,43,24,6.43
POST00945,Facebook,2024-10-17,19:15,Carousel,6644,8263,189,6,1,2,0,2.98
POST00946,LinkedIn,2024-05-29,20:59,Carousel,25001,57539,1161,12,7,23,11,4.81
POST00947,LinkedIn,2024-07-20,23:20,Image,2036,4484,143,4,2,1,1,7.37
POST00948,LinkedIn,2024-06-11,07:04,Image,24143,36512,663,22,10,19,5,2.96
POST00949,LinkedIn,2024-04-13,22:06,Reel,29250,36209,1646,42,15,44,12,5.97
POST00950,Twitter/X,2024-03-20,21:29,Video,26931,38781,1089,34,17,15,7,4.29
POST00951,LinkedIn,2024-06-09,17:22,Video,2650,4780,171,5,2,3,1,6.83
POST00952,Facebook,2024-04-16,14:16,Story,13754,27375,750,12,5,7,0,5.63
POST00953,Twitter/X,2024-03-02,20:52,Image,24487,57142,633,17,12,16,3,2.77
POST00954,LinkedIn,2024-12-26,01:13,Carousel,21346,33438,1106,13,8,29,2,5.42
POST00955,Instagram,2024-06-16,19:22,Reel,15245,32244,900,43,16,17,1,6.4
POST00956,Facebook,2024-07-21,21:19,Carousel,36390,71140,1575,26,13,33,7,4.53
POST00957,Facebook,2024-05-13,05:01,Image,17706,22782,1235,40,18,29,4,7.47
POST00958,Facebook,2024-07-26,17:47,Story,8036,19771,520,8,3,11,2,6.74
POST00959,Instagram,2024-10-08,21:06,Carousel,31824,58834,2415,80,31,46,6,8.08
POST00960,Instagram,2024-03-12,18:53,Video,35114,42209,1804,42,36,45,14,5.49
POST00961,Twitter/X,2024-04-23,21:23,Carousel,22913,44494,1504,24,20,22,4,6.85
POST00962,Instagram,2024-12-17,20:05,Image,24879,38533,1539,15,27,16,11,6.42
POST00963,Instagram,2024-10-25,02:01,Video,62450,152999,2173,60,11,49,10,3.67
POST00964,Instagram,2024-02-03,21:51,Video,15811,30132,562,18,5,16,2,3.8
POST00965,Instagram,2024-03-06,20:07,Video,38361,51768,2366,65,45,30,16,6.53
POST00966,Facebook,2024-01-22,01:10,Story,14693,31821,898,36,11,20,8,6.57
POST00967,Instagram,2024-10-20,23:25,Video,58186,142745,1497,16,8,16,13,2.64
POST00968,LinkedIn,2024-09-11,21:11,Carousel,33293,68088,1971,95,9,29,18,6.32
POST00969,Twitter/X,2024-06-30,19:17,Reel,11060,15237,728,7,13,8,5,6.84
POST00970,Twitter/X,2024-05-23,04:02,Carousel,13442,21155,537,14,3,5,4,4.16
POST00971,Facebook,2024-11-10,07:41,Reel,15946,39289,465,18,2,10,4,3.1
POST00972,Instagram,2024-05-31,17:30,Video,47997,85804,3428,40,24,62,18,7.4
POST00973,Instagram,2024-02-01,21:08,Reel,75385,138397,5098,185,33,100,37,7.18
POST00974,Facebook,2024-08-02,22:15,Video,16471,31692,1107,35,10,14,9,7.08
POST00975,Facebook,2024-11-18,17:50,Carousel,29519,66773,816,36,11,13,6,2.97
POST00976,LinkedIn,2024-01-10,22:22,Carousel,10276,13609,769,10,11,14,3,7.82
POST00977,LinkedIn,2024-09-02,15:22,Image,8718,13727,308,11,3,9,2,3.8
POST00978,LinkedIn,2024-10-16,12:17,Image,5956,14263,440,12,4,7,1,7.77
POST00979,Instagram,2024-04-02,22:14,Video,83067,207593,2997,69,44,47,8,3.8
POST00980,Instagram,2024-01-16,08:03,Video,31255,46506,1494,43,27,37,8,5.12
POST00981,LinkedIn,2024-08-29,18:14,Carousel,16063,34661,900,32,4,25,1,5.98
POST00982,Facebook,2024-03-22,19:17,Video,34673,73797,2485,40,29,45,17,7.5
POST00983,Instagram,2024-09-30,23:03,Reel,20776,34914,826,22,11,23,3,4.25
POST00984,Twitter/X,2024-04-22,12:22,Carousel,13672,31416,751,37,10,20,6,5.98
POST00985,Instagram,2024-03-29,22:20,Video,35690,64506,1227,56,16,36,10,3.74
POST00986,Facebook,2024-12-23,22:01,Story,38297,76152,2154,92,24,33,7,6.01
POST00987,Facebook,2024-12-26,18:36,Video,53534,70583,3378,62,26,61,10,6.59
POST00988,Facebook,2024-03-13,06:53,Video,38327,56133,1124,50,12,20,1,3.15
POST00989,Facebook,2024-09-09,05:31,Reel,23713,28858,718,25,3,8,2,3.18
POST00990,Facebook,2024-01-20,19:38,Video,45648,58342,1804,28,28,37,4,4.16
POST00991,Instagram,2024-04-22,21:00,Carousel,14002,32851,611,22,6,14,2,4.66
POST00992,Facebook,2024-06-18,06:51,Video,32740,67305,1173,12,14,25,11,3.74
POST00993,Facebook,2024-03-07,19:58,Video,58986,106018,2417,84,40,55,18,4.4
POST00994,Twitter/X,2024-06-14,19:37,Carousel,10120,13035,641,27,5,14,3,6.79
POST00995,Twitter/X,2024-12-26,03:54,Carousel,14856,18437,527,24,9,12,3,3.85
POST00996,LinkedIn,2024-09-26,02:23,Carousel,17883,35952,1071,19,15,19,2,6.29
POST00997,LinkedIn,2024-12-26,12:37,Video,4954,8429,390,10,2,4,2,8.2
POST00998,Facebook,2024-02-21,20:08,Video,42261,63527,2706,30,38,68,14,6.72
POST00999,Twitter/X,2024-03-21,13:50,Reel,19890,28960,1325,57,13,18,5,7.1
POST01000,LinkedIn,2024-11-23,20:20,Video,29566,36232,1782,55,32,23,14,6.4
POST01001,LinkedIn,2024-03-30,17:44,Image,21336,30322,752,15,10,13,7,3.7
POST01002,Instagram,2024-11-10,07:42,Story,11020,17214,730,17,12,11,1,6.99
POST01003,Facebook,2024-10-28,12:19,Video,6047,8176,188,2,1,5,1,3.24
POST01004,Facebook,2024-12-18,19:46,Video,16675,28757,470,14,3,9,3,2.97
POST01005,Instagram,2024-01-01,18:25,Reel,67193,140611,4735,125,78,51,9,7.42
POST01006,Instagram,2024-10-17,22:20,Reel,65496,108077,3882,148,53,66,24,6.33
POST01007,Instagram,2024-11-09,22:06,Image,43855,69814,3424,130,24,62,15,8.3
POST01008,Facebook,2024-09-11,18:15,Carousel,17533,28858,782,30,9,22,1,4.81
POST01009,Facebook,2024-06-26,05:40,Reel,7423,16466,305,6,4,3,0,4.28
POST01010,Instagram,2024-02-15,21:40,Video,83022,170556,3847,45,72,74,4,4.86
POST01011,LinkedIn,2024-06-20,08:13,Video,10645,26537,481,16,3,9,1,4.78
POST01012,LinkedIn,2024-05-07,11:16,Carousel,2557,5473,178,3,2,4,1,7.31
POST01013,LinkedIn,2024-02-25,01:24,Image,3137,3782,236,3,1,3,1,7.75
POST01014,Instagram,2024-08-12,05:56,Reel,53328,66362,2089,88,32,51,15,4.24
POST01015,Instagram,2024-07-30,12:22,Image,31819,54541,969,42,9,21,5,3.27
POST01016,Instagram,2024-10-06,21:50,Story,26265,63728,1100,51,18,27,7,4.55
POST01017,Facebook,2024-10-22,21:14,Reel,24662,34331,1126,20,6,29,1,4.79
POST01018,LinkedIn,2024-03-24,01:18,Image,3596,8191,167,5,2,1,1,4.87
POST01019,LinkedIn,2024-01-11,18:04,Image,14246,17204,791,34,8,9,3,5.91
POST01020,LinkedIn,2024-06-24,21:10,Image,11811,23530,692,9,12,12,2,6.14
POST01021,Facebook,2024-02-08,02:21,Video,36475,58677,2502,51,20,66,24,7.24
POST01022,Facebook,2024-10-31,15:45,Image,30453,69168,618,20,6,10,4,2.15
POST01023,Twitter/X,2024-01-16,20:10,Video,7100,15765,223,7,3,6,1,3.37
POST01024,LinkedIn,2024-11-06,05:03,Video,28772,50444,1524,56,21,27,5,5.66
POST01025,Instagram,2024-02-21,19:26,Reel,57717,120835,2444,50,40,62,12,4.5
POST01026,Facebook,2024-12-22,23:34,Video,27296,62410,1673,51,19,38,11,6.52
POST01027,Facebook,2024-05-15,09:15,Reel,8049,15046,240,11,1,6,2,3.21
POST01028,Facebook,2024-02-19,22:35,Carousel,36744,74187,1485,32,20,29,9,4.26
POST01029,Instagram,2024-09-08,20:00,Reel,56851,116958,4256,57,70,95,27,7.88
POST01030,Instagram,2024-08-06,22:30,Reel,95545,128671,4969,69,89,100,41,5.47
POST01031,Facebook,2024-04-12,19:10,Image,5525,11731,231,10,2,5,0,4.49
POST01032,LinkedIn,2024-11-22,18:30,Carousel,9263,22972,262,7,2,4,1,2.97
POST01033,Facebook,2024-02-29,21:30,Video,7368,13791,509,16,2,8,3,7.26
POST01034,Twitter/X,2024-09-07,08:05,Carousel,1869,3970,70,2,1,1,0,3.96
POST01035,LinkedIn,2024-11-24,05:23,Image,22293,34095,1121,12,7,31,8,5.25
POST01036,Facebook,2024-07-14,21:02,Video,34927,79874,2204,68,12,63,16,6.72
POST01037,LinkedIn,2024-05-14,08:14,Carousel,9394,20492,373,5,4,11,1,4.18
POST01038,Facebook,2024-05-17,04:48,Video,44903,88990,3252,48,38,91,27,7.64
POST01039,Facebook,2024-12-22,02:42,Carousel,19965,44514,787,30,5,12,1,4.18
POST01040,LinkedIn,2024-06-25,13:48,Image,19004,29366,1183,49,10,12,7,6.6
POST01041,Facebook,2024-10-28,18:53,Video,33287,80524,2387,108,28,55,21,7.74
POST01042,Facebook,2024-07-17,13:34,Story,6789,13451,424,20,3,10,2,6.73
POST01043,Instagram,2024-12-17,15:36,Carousel,33768,75460,1637,68,17,47,9,5.24
POST01044,Facebook,2024-04-30,02:25,Image,16463,33301,743,22,4,19,5,4.79
POST01045,Instagram,2024-12-31,22:57,Reel,25054,46222,755,11,14,16,5,3.18
POST01046,Facebook,2024-09-21,21:39,Story,33628,81154,1345,25,16,20,7,4.18
POST01047,Instagram,2024-03-16,21:11,Image,35142,62200,766,31,10,16,4,2.34
POST01048,Facebook,2024-03-26,06:08,Story,12165,15353,383,6,2,8,1,3.28
POST01049,Twitter/X,2024-01-22,21:27,Image,7011,17107,482,22,2,13,3,7.4
POST01050,LinkedIn,2024-04-13,20:09,Image,8012,15215,233,7,2,6,0,3.1
POST01051,Twitter/X,2024-10-31,18:05,Video,36275,51167,2250,105,23,33,13,6.65
POST01052,LinkedIn,2024-07-17,17:20,Image,19866,32346,1037,48,18,13,1,5.62
POST01053,Facebook,2024-05-21,00:50,Video,31593,71702,1487,44,19,28,4,4.99
POST01054,Instagram,2024-12-24,16:50,Image,9179,22087,433,17,4,4,0,4.99
POST01055,Facebook,2024-08-02,19:09,Carousel,23888,29125,1683,51,11,24,8,7.41
POST01056,Instagram,2024-10-17,03:59,Video,48449,77516,1092,38,9,17,8,2.39
POST01057,Instagram,2024-02-24,03:50,Video,37889,94206,1354,27,22,25,5,3.77
POST01058,Instagram,2024-05-26,11:56,Carousel,30298,48033,1115,17,10,18,6,3.83
POST01059,LinkedIn,2024-07-29,21:36,Image,21218,47818,1667,59,15,49,15,8.44
POST01060,Facebook,2024-11-07,05:17,Carousel,33328,80495,2348,83,33,45,15,7.53
POST01061,LinkedIn,2024-07-25,22:43,Story,12846,24405,692,33,12,19,5,5.89
POST01062,Twitter/X,2024-12-21,12:56,Image,8715,19421,309,7,1,4,2,3.68
POST01063,Facebook,2024-06-18,01:47,Carousel,33314,51613,1361,52,18,38,8,4.41
POST01064,Facebook,2024-08-31,11:01,Carousel,24946,41475,872,30,10,25,4,3.76
POST01065,Instagram,2024-06-21,09:19,Story,20475,30107,824,34,12,20,4,4.35
POST01066,LinkedIn,2024-05-23,22:43,Image,32731,70002,996,33,15,16,7,3.24
POST01067,Twitter/X,2024-02-20,07:08,Video,6906,10542,388,17,3,6,1,5.99
POST01068,Facebook,2024-06-02,14:49,Image,31214,45639,770,31,13,10,6,2.64
POST01069,LinkedIn,2024-06-13,21:38,Video,36636,69999,2291,27,13,59,18,6.52
POST01070,Instagram,2024-11-26,21:13,Reel,44828,99294,1412,16,25,16,4,3.28
POST01071,LinkedIn,2024-07-27,16:55,Video,12190,15526,265,4,5,6,1,2.3
POST01072,Instagram,2024-07-10,16:50,Carousel,26996,48613,1429,68,28,21,10,5.73
POST01073,Facebook,2024-03-22,22:25,Image,38463,73137,1067,33,11,14,9,2.92
POST01074,Instagram,2024-03-10,16:56,Video,43004,74367,1459,45,11,29,3,3.59
POST01075,LinkedIn,2024-10-18,19:56,Carousel,30006,47917,2214,78,36,28,18,7.85
POST01076,Instagram,2024-04-12,07:02,Video,25762,50439,1136,54,18,17,9,4.76
POST01077,Facebook,2024-08-21,20:45,Carousel,13776,21736,521,11,8,7,0,3.97
POST01078,LinkedIn,2024-04-11,21:32,Image,32454,48965,1388,40,7,40,10,4.54
POST01079,Instagram,2024-07-22,03:43,Video,64785,152492,2395,65,24,27,16,3.88
POST01080,LinkedIn,2024-01-16,21:38,Image,17539,28838,1070,11,17,21,8,6.38
POST01081,Twitter/X,2024-08-16,21:37,Carousel,10005,15678,701,15,11,8,1,7.35
POST01082,Instagram,2024-10-09,19:53,Reel,43570,107727,3172,67,20,38,11,7.57
POST01083,Facebook,2024-05-12,22:05,Carousel,28797,38538,718,7,8,14,4,2.59
POST01084,Instagram,2024-05-25,18:10,Reel,56288,80656,3311,94,41,61,31,6.23
POST01085,Instagram,2024-10-19,06:54,Reel,69829,170082,5504,175,105,74,6,8.39
POST01086,Instagram,2024-04-23,21:13,Reel,65935,161284,1880,41,32,27,5,3.0
POST01087,Facebook,2024-05-17,16:01,Image,7876,15700,601,22,3,11,5,8.09
POST01088,Instagram,2024-12-15,19:41,Story,21145,45424,1645,26,13,23,1,8.07
POST01089,Facebook,2024-03-29,00:14,Carousel,11968,14887,665,11,6,11,3,5.79
POST01090,Instagram,2024-05-09,09:45,Image,49406,61434,2382,114,16,68,18,5.22
POST01091,Facebook,2024-12-29,13:57,Reel,46110,93847,1683,50,28,46,14,3.92
POST01092,Facebook,2024-07-11,14:16,Image,25106,41233,1437,65,17,38,6,6.2
POST01093,Instagram,2024-04-21,21:33,Image,29889,62575,1229,47,9,18,2,4.36
POST01094,Twitter/X,2024-11-15,18:00,Video,7064,9803,198,9,3,2,0,3.0
POST01095,Facebook,2024-09-18,11:35,Carousel,23553,41918,788,30,12,10,7,3.57
POST01096,Instagram,2024-11-27,09:19,Image,17906,30763,378,15,2,4,2,2.23
POST01097,LinkedIn,2024-12-16,18:21,Carousel,13622,20664,397,17,4,7,2,3.12
POST01098,Twitter/X,2024-05-21,08:16,Carousel,6476,13562,494,19,3,9,0,8.11
POST01099,Facebook,2024-12-01,20:19,Carousel,26285,42828,1464,65,8,25,3,5.94
POST01100,LinkedIn,2024-04-06,19:57,Image,34084,81373,1245,52,23,27,10,3.95
POST01101,LinkedIn,2024-01-30,19:25,Image,11814,19116,329,8,4,8,1,2.95
POST01102,Facebook,2024-12-04,19:46,Image,48314,90090,3732,108,57,106,16,8.29
POST01103,Twitter/X,2024-01-14,09:16,Carousel,14384,22029,514,5,4,12,0,3.72
POST01104,Instagram,2024-08-02,23:02,Reel,55815,100015,3454,88,25,62,21,6.5
POST01105,Twitter/X,2024-10-25,18:52,Image,8666,15767,342,13,2,9,0,4.22
POST01106,Twitter/X,2024-04-07,19:43,Video,30179,47907,1297,56,25,24,5,4.65
POST01107,LinkedIn,2024-09-30,15:58,Video,7927,18789,407,5,4,5,1,5.31
POST01108,Facebook,2024-12-09,20:54,Carousel,48636,90113,3791,180,68,75,8,8.46
POST01109,Instagram,2024-03-28,17:11,Reel,20746,31001,1013,30,8,15,2,5.14
POST01110,LinkedIn,2024-05-30,19:47,Carousel,17533,32860,1170,23,8,19,7,6.96
POST01111,Facebook,2024-05-12,17:48,Image,18203,25118,1181,33,19,29,7,6.93
POST01112,LinkedIn,2024-04-03,10:41,Image,12494,21414,825,22,9,16,7,6.98
POST01113,LinkedIn,2024-02-15,19:47,Image,9000,14389,199,9,2,2,1,2.36
POST01114,LinkedIn,2024-06-06,10:23,Image,21659,32959,536,6,7,15,0,2.6
POST01115,LinkedIn,2024-05-13,14:54,Carousel,20830,48949,684,24,11,20,1,3.55
POST01116,LinkedIn,2024-03-01,20:37,Image,26616,46519,1800,51,23,53,8,7.24
POST01117,Facebook,2024-10-24,02:30,Video,36358,76509,2773,87,45,32,8,8.08
POST01118,Facebook,2024-04-09,21:24,Image,13708,30046,754,8,9,18,6,5.76
POST01119,Twitter/X,2024-09-28,18:55,Image,17617,39115,563,8,8,11,4,3.35
POST01120,LinkedIn,2024-03-18,19:21,Reel,9984,12185,355,12,1,4,1,3.73
POST01121,Twitter/X,2024-07-28,14:09,Carousel,4736,8517,198,4,2,4,1,4.39
POST01122,Instagram,2024-06-10,05:49,Reel,74199,134924,3872,158,57,70,35,5.6
POST01123,Instagram,2024-02-11,20:11,Story,14617,18490,428,17,4,5,4,3.11
POST01124,LinkedIn,2024-06-09,00:28,Video,3250,6775,219,9,1,4,0,7.17
POST01125,Instagram,2024-05-20,19:36,Story,36163,46015,1968,87,24,22,11,5.81
POST01126,Instagram,2024-03-22,02:08,Video,34252,57421,1835,67,36,45,12,5.79
POST01127,Instagram,2024-11-10,13:25,Image,42260,60303,1570,48,14,22,10,3.91
POST01128,Instagram,2024-08-07,12:00,Image,35649,78860,2283,75,39,48,22,6.86
POST01129,Instagram,2024-01-20,23:23,Reel,72222,170347,4927,85,46,119,8,7.17
POST01130,LinkedIn,2024-01-08,16:12,Carousel,2079,4640,162,5,1,4,1,8.27
POST01131,Facebook,2024-01-10,20:46,Video,39449,95029,1602,77,29,36,9,4.42
POST01132,Facebook,2024-05-07,20:19,Image,32075,63775,1510,71,10,21,1,5.03
POST01133,Facebook,2024-03-07,22:37,Image,18474,22660,947,33,8,20,6,5.46
POST01134,LinkedIn,2024-06-05,18:19,Carousel,33129,44192,1114,11,10,13,5,3.47
POST01135,LinkedIn,2024-05-28,16:38,Carousel,14844,30878,474,6,8,5,0,3.32
POST01136,Facebook,2024-09-25,19:21,Image,27183,50692,1261,38,19,22,4,4.93
POST01137,Instagram,2024-09-07,19:10,Video,12580,26923,856,35,16,22,6,7.38
POST01138,Twitter/X,2024-07-25,19:46,Image,24196,52236,1354,23,12,22,8,5.83
POST01139,LinkedIn,2024-03-08,18:37,Carousel,7963,14144,248,7,4,7,1,3.34
POST01140,Facebook,2024-09-15,20:45,Reel,50036,88592,3862,132,32,75,27,8.2
POST01141,Instagram,2024-11-29,12:56,Image,7466,12114,360,15,2,9,3,5.17
POST01142,Twitter/X,2024-11-23,22:39,Video,3404,7124,219,3,4,5,2,6.79
POST01143,Instagram,2024-01-25,01:42,Story,13076,28660,857,38,13,24,3,7.13
POST01144,Facebook,2024-02-25,00:03,Image,3244,4317,115,1,0,3,0,3.67
POST01145,LinkedIn,2024-12-19,21:24,Image,14106,33299,835,30,4,24,7,6.33
POST01146,Twitter/X,2024-03-04,15:44,Reel,20823,49178,780,25,5,22,1,4.0
POST01147,Instagram,2024-03-19,18:19,Reel,92901,168157,2507,61,13,57,22,2.84
POST01148,Twitter/X,2024-08-03,21:33,Reel,31781,55070,1636,47,19,41,9,5.48
POST01149,Instagram,2024-05-18,22:08,Video,46704,91453,1578,25,23,37,12,3.56
POST01150,Facebook,2024-08-02,03:32,Carousel,13386,33297,422,5,4,5,2,3.26
POST01151,Facebook,2024-11-12,18:50,Reel,83542,206519,4620,149,68,92,5,5.9
POST01152,Facebook,2024-02-24,19:12,Carousel,10316,13225,273,9,2,4,1,2.79
POST01153,Twitter/X,2024-05-14,06:22,Story,5048,9923,319,6,2,9,2,6.66
POST01154,Twitter/X,2024-12-26,05:02,Image,4413,7252,231,8,3,4,1,5.57
POST01155,Instagram,2024-10-07,06:44,Image,23040,30470,698,9,9,8,5,3.14
POST01156,Instagram,2024-09-03,18:00,Video,88872,108404,6369,100,111,65,43,7.48
POST01157,Facebook,2024-12-09,18:53,Image,17358,34909,826,9,4,10,5,4.89
POST01158,Facebook,2024-10-20,04:05,Reel,28195,67373,2031,50,12,56,18,7.62
POST01159,Twitter/X,2024-09-18,18:57,Carousel,16147,24419,594,7,10,10,1,3.85
POST01160,Instagram,2024-05-11,14:18,Story,33280,59636,2283,98,25,46,2,7.37
POST01161,LinkedIn,2024-05-15,03:52,Video,30306,55993,1438,44,10,29,4,5.02
POST01162,Instagram,2024-03-30,09:23,Image,17977,37689,865,23,10,15,5,5.08
POST01163,Instagram,2024-12-12,18:06,Carousel,15654,28853,1110,49,8,14,7,7.54
POST01164,Instagram,2024-01-24,19:42,Image,14894,19533,709,28,14,16,2,5.15
POST01165,LinkedIn,2024-11-27,20:57,Video,35996,83022,1643,79,26,37,12,4.96
POST01166,Facebook,2024-08-12,08:56,Video,40389,84219,2982,136,58,71,16,8.04
POST01167,Instagram,2024-02-17,20:11,Reel,61080,95763,2094,94,37,47,11,3.72
POST01168,LinkedIn,2024-02-28,14:17,Reel,8856,13640,449,10,8,8,3,5.36
POST01169,Facebook,2024-07-16,15:51,Carousel,6729,11740,141,3,1,2,0,2.18
POST01170,LinkedIn,2024-08-03,05:07,Video,10930,15390,734,36,3,17,2,7.23
POST01171,Instagram,2024-03-08,01:54,Reel,50212,103745,1714,78,13,24,5,3.64
POST01172,Instagram,2024-03-22,22:30,Reel,29945,72617,2077,24,25,37,7,7.22
POST01173,Facebook,2024-10-18,05:39,Video,40894,90491,2582,77,14,55,3,6.67
POST01174,Facebook,2024-07-13,19:01,Carousel,5968,10338,253,11,4,3,0,4.54
POST01175,Facebook,2024-12-16,23:57,Image,32389,44917,1662,17,16,39,8,5.35
POST01176,Twitter/X,2024-03-07,15:07,Carousel,5123,7175,179,7,3,2,0,3.73
POST01177,Instagram,2024-07-29,02:16,Reel,52488,124944,1792,83,17,52,6,3.7
POST01178,Twitter/X,2024-12-01,22:49,Image,26542,50210,1291,24,20,17,7,5.09
POST01179,Instagram,2024-10-22,07:42,Story,23596,52442,1850,22,31,29,11,8.19
POST01180,Instagram,2024-06-22,22:44,Reel,74744,93379,2153,100,43,55,7,3.15
POST01181,Facebook,2024-11-12,19:30,Carousel,50489,69911,3144,145,36,62,29,6.71
POST01182,Facebook,2024-06-26,20:24,Video,50309,73532,1865,75,22,30,12,3.96
POST01183,LinkedIn,2024-03-17,17:57,Carousel,8565,17334,623,28,12,17,0,7.94
POST01184,Facebook,2024-11-09,19:32,Carousel,11778,26506,323,15,4,4,0,2.94
POST01185,Facebook,2024-08-28,05:04,Reel,14005,26147,964,39,16,23,3,7.44
POST01186,Twitter/X,2024-09-08,20:17,Carousel,27718,37962,2176,97,40,60,12,8.56
POST01187,Facebook,2024-01-26,17:41,Video,28622,46738,1259,33,18,19,12,4.64
POST01188,Facebook,2024-07-12,07:05,Video,34829,85848,1016,21,14,22,2,3.08
POST01189,LinkedIn,2024-08-23,18:28,Carousel,27440,43225,2093,90,32,24,9,8.16
POST01190,Facebook,2024-02-15,14:20,Image,22362,44306,886,36,15,14,7,4.25
POST01191,Instagram,2024-03-01,23:41,Carousel,47723,112448,3816,140,75,88,29,8.63
POST01192,Facebook,2024-01-10,21:02,Video,14375,23686,885,35,15,26,3,6.69
POST01193,LinkedIn,2024-10-12,02:50,Image,17991,43692,411,4,5,6,3,2.37
POST01194,Instagram,2024-11-05,20:19,Video,86408,131973,3648,39,46,73,20,4.4
POST01195,Twitter/X,2024-09-17,20:42,Carousel,2191,4611,167,2,1,1,0,7.8
POST01196,Facebook,2024-08-21,11:52,Carousel,11701,24900,539,11,3,10,2,4.81
POST01197,Instagram,2024-01-28,14:21,Reel,71997,109307,1653,72,8,47,10,2.47
POST01198,Instagram,2024-10-13,19:30,Video,32372,72374,1813,69,17,36,14,5.98
POST01199,Facebook,2024-12-02,21:07,Reel,71047,105134,1701,53,10,43,12,2.54
POST01200,Twitter/X,2024-02-19,07:00,Video,25499,38990,1746,29,27,44,6,7.24
POST01201,Instagram,2024-06-23,20:35,Reel,46394,100291,2892,90,43,79,14,6.69
POST01202,Facebook,2024-09-24,18:02,Carousel,26961,47966,1694,75,9,36,14,6.73
